latex,code,symbol,nemeth,source,priority,ingore-braille-space
,1D6AD,𝚭,,,0,True
,1D6AE,𝚮,,,0,True
\mathbf{\Theta},1D6AF,𝚯,,,0,True
,1D6B0,𝚰,,,0,True
,1D6B1,𝚱,,,0,True
\mathbf{\Lambda},1D6B2,𝚲,,,0,True
,1D6B3,𝚳,,,0,True
,1D6B4,𝚴,,,0,True
\mathbf{\Xi},1D6B5,𝚵,,,0,True
,1D6B6,𝚶,,,0,True
\mathbf{\Pi},1D6B7,𝚷,,,0,True
,1D6B8,𝚸,,,0,True
,1D6B9,𝚹,,,0,True
\mathbf{\Sigma},1D6BA,𝚺,,,0,True
,1D6BB,𝚻,,,0,True
\mathbf{\Upsilon},1D6BC,𝚼,,,0,True
\mathbf{\Phi},1D6BD,𝚽,,,0,True
,1D6BE,𝚾,,,0,True
\mathbf{\Psi},1D6BF,𝚿,,,0,True
\mathbf{\Omega},1D6C0,𝛀,,,0,True
,1D6C1,𝛁,,,0,True
\mathbf{\alpha},1D6C2,𝛂,,,0,True
\mathbf{\beta},1D6C3,𝛃,,,0,True
\mathbf{\gamma},1D6C4,𝛄,,,0,True
\mathbf{\delta},1D6C5,𝛅,,,0,True
\mathbf{\varepsilon},1D6C6,𝛆,,,0,True
\mathbf{\zeta},1D6C7,𝛇,,,0,True
\mathbf{\eta},1D6C8,𝛈,,,0,True
\mathbf{\theta},1D6C9,𝛉,,,0,True
\mathbf{\iota},1D6CA,𝛊,,,0,True
\mathbf{\kappa},1D6CB,𝛋,,,0,True
\mathbf{\lambda},1D6CC,𝛌,,,0,True
\mathbf{\mu},1D6CD,𝛍,,,0,True
\mathbf{\nu},1D6CE,𝛎,,,0,True
\mathbf{\xi},1D6CF,𝛏,,,0,True
,1D6D0,𝛐,,,0,True
\mathbf{\pi},1D6D1,𝛑,,,0,True
\mathbf{\rho},1D6D2,𝛒,,,0,True
\mathbf{\varsigma},1D6D3,𝛓,,,0,True
\mathbf{\sigma},1D6D4,𝛔,,,0,True
\mathbf{\tau},1D6D5,𝛕,,,0,True
\mathbf{\upsilon},1D6D6,𝛖,,,0,True
\mathbf{\varphi},1D6D7,𝛗,,,0,True
\mathbf{\chi},1D6D8,𝛘,,,0,True
\mathbf{\psi},1D6D9,𝛙,,,0,True
\mathbf{\omega},1D6DA,𝛚,,,0,True
,1D6DB,𝛛,,,0,True
\mathbf{\epsilon},1D6DC,𝛜,,,0,True
\mathbf{\vartheta},1D6DD,𝛝,,,0,True
,1D6DE,𝛞,,,0,True
\mathbf{\phi},1D6DF,𝛟,,,0,True
\mathbf{\varrho},1D6E0,𝛠,,,0,True
\mathbf{\varpi},1D6E1,𝛡,,,0,True
,1D6E2,𝛢,,,0,True
,1D6E3,𝛣,,,0,True
\Gamma,1D6E4,𝛤,,,0,True
\Delta,1D6E5,𝛥,,,0,True
,1D6E6,𝛦,,,0,True
,1D6E7,𝛧,,,0,True
,1D6E8,𝛨,,,0,True
\Theta,1D6E9,𝛩,,,0,True
,1D6EA,𝛪,,,0,True
,1D6EB,𝛫,,,0,True
\Lambda,1D6EC,𝛬,,,0,True
,1D6ED,𝛭,,,0,True
,1D6EE,𝛮,,,0,True
\Xi,1D6EF,𝛯,,,0,True
,1D6F0,𝛰,,,0,True
\Pi,1D6F1,𝛱,,,0,True
,1D6F2,𝛲,,,0,True
,1D6F3,𝛳,,,0,True
\Sigma,1D6F4,𝛴,,,0,True
,1D6F5,𝛵,,,0,True
\Upsilon,1D6F6,𝛶,,,0,True
\Phi,1D6F7,𝛷,,,0,True
,1D6F8,𝛸,,,0,True
\Psi,1D6F9,𝛹,,,0,True
\Omega,1D6FA,𝛺,,,0,True
,1D6FB,𝛻,,,0,True
\alpha,1D6FC,𝛼,,,0,True
\beta,1D6FD,𝛽,,,0,True
\gamma,1D6FE,𝛾,,,0,True
\delta,1D6FF,𝛿,,,0,True
\varepsilon,1D700,𝜀,,,0,True
\zeta,1D701,𝜁,,,0,True
\eta,1D702,𝜂,,,0,True
\theta,1D703,𝜃,,,0,True
\iota,1D704,𝜄,,,0,True
\kappa,1D705,𝜅,,,0,True
\lambda,1D706,𝜆,,,0,True
\mu,1D707,𝜇,,,0,True
\nu,1D708,𝜈,,,0,True
\xi,1D709,𝜉,,,0,True
,1D70A,𝜊,,,0,True
\pi,1D70B,𝜋,,,0,True
\rho,1D70C,𝜌,,,0,True
\varsigma,1D70D,𝜍,,,0,True
\sigma,1D70E,𝜎,,,0,True
\tau,1D70F,𝜏,,,0,True
\upsilon,1D710,𝜐,,,0,True
\varphi,1D711,𝜑,,,0,True
\chi,1D712,𝜒,,,0,True
\psi,1D713,𝜓,,,0,True
\omega,1D714,𝜔,,,0,True
\partial,1D715,𝜕,,,0,True
\epsilon,1D716,𝜖,,,0,True
\vartheta,1D717,𝜗,,,0,True
\varkappa,1D718,𝜘,,,0,True
\phi,1D719,𝜙,,,0,True
\varrho,1D71A,𝜚,,,0,True
\varpi,1D71B,𝜛,,,0,True
,1D71C,𝜜,,,0,True
,1D71D,𝜝,,,0,True
\mathbfit{\Gamma},1D71E,𝜞,,,0,True
\mathbfit{\Delta},1D71F,𝜟,,,0,True
,1D720,𝜠,,,0,True
,1D721,𝜡,,,0,True
,1D722,𝜢,,,0,True
\mathbfit{\Theta},1D723,𝜣,,,0,True
,1D724,𝜤,,,0,True
,1D725,𝜥,,,0,True
\mathbfit{\Lambda},1D726,𝜦,,,0,True
,1D727,𝜧,,,0,True
,1D728,𝜨,,,0,True
\mathbfit{\Xi},1D729,𝜩,,,0,True
,1D72A,𝜪,,,0,True
\mathbfit{\Pi},1D72B,𝜫,,,0,True
,1D72C,𝜬,,,0,True
,1D72D,𝜭,,,0,True
\mathbfit{\Sigma},1D72E,𝜮,,,0,True
,1D72F,𝜯,,,0,True
\mathbfit{\Upsilon},1D730,𝜰,,,0,True
\mathbfit{\Phi},1D731,𝜱,,,0,True
,1D732,𝜲,,,0,True
\mathbfit{\Psi},1D733,𝜳,,,0,True
\mathbfit{\Omega},1D734,𝜴,,,0,True
,1D735,𝜵,,,0,True
\mathbfit{\alpha},1D736,𝜶,,,0,True
\mathbfit{\beta},1D737,𝜷,,,0,True
\mathbfit{\gamma},1D738,𝜸,,,0,True
\mathbfit{\delta},1D739,𝜹,,,0,True
\mathbfit{\varepsilon},1D73A,𝜺,,,0,True
\mathbfit{\zeta},1D73B,𝜻,,,0,True
\mathbfit{\eta},1D73C,𝜼,,,0,True
\mathbfit{\theta},1D73D,𝜽,,,0,True
\mathbfit{\iota},1D73E,𝜾,,,0,True
\mathbfit{\kappa},1D73F,𝜿,,,0,True
\mathbfit{\lambda},1D740,𝝀,,,0,True
\mathbfit{\mu},1D741,𝝁,,,0,True
\mathbfit{\nu},1D742,𝝂,,,0,True
\mathbfit{\xi},1D743,𝝃,,,0,True
,1D744,𝝄,,,0,True
\mathbfit{\pi},1D745,𝝅,,,0,True
\mathbfit{\rho},1D746,𝝆,,,0,True
\mathbfit{\varsigma},1D747,𝝇,,,0,True
\mathbfit{\sigma},1D748,𝝈,,,0,True
\mathbfit{\tau},1D749,𝝉,,,0,True
\mathbfit{\upsilon},1D74A,𝝊,,,0,True
\mathbfit{\varphi},1D74B,𝝋,,,0,True
\mathbfit{\chi},1D74C,𝝌,,,0,True
\mathbfit{\psi},1D74D,𝝍,,,0,True
\mathbfit{\omega},1D74E,𝝎,,,0,True
,1D74F,𝝏,,,0,True
\mathbfit{\epsilon},1D750,𝝐,,,0,True
\mathbfit{\vartheta},1D751,𝝑,,,0,True
,1D752,𝝒,,,0,True
\mathbfit{\phi},1D753,𝝓,,,0,True
\mathbfit{\varrho},1D754,𝝔,,,0,True
\mathbfit{\varpi},1D755,𝝕,,,0,True
,1D756,𝝖,,,0,True
,1D757,𝝗,,,0,True
\mathsfbf{\Gamma},1D758,𝝘,,,0,True
\mathsfbf{\Delta},1D759,𝝙,,,0,True
,1D75A,𝝚,,,0,True
,1D75B,𝝛,,,0,True
,1D75C,𝝜,,,0,True
\mathsfbf{\Theta},1D75D,𝝝,,,0,True
,1D75E,𝝞,,,0,True
,1D75F,𝝟,,,0,True
\mathsfbf{\Lambda},1D760,𝝠,,,0,True
,1D761,𝝡,,,0,True
,1D762,𝝢,,,0,True
\mathsfbf{\Xi},1D763,𝝣,,,0,True
,1D764,𝝤,,,0,True
\mathsfbf{\Pi},1D765,𝝥,,,0,True
,1D766,𝝦,,,0,True
,1D767,𝝧,,,0,True
\mathsfbf{\Sigma},1D768,𝝨,,,0,True
,1D769,𝝩,,,0,True
\mathsfbf{\Upsilon},1D76A,𝝪,,,0,True
\mathsfbf{\Phi},1D76B,𝝫,,,0,True
,1D76C,𝝬,,,0,True
\mathsfbf{\Psi},1D76D,𝝭,,,0,True
\mathsfbf{\Omega},1D76E,𝝮,,,0,True
,1D76F,𝝯,,,0,True
\mathsfbf{\alpha},1D770,𝝰,,,0,True
\mathsfbf{\beta},1D771,𝝱,,,0,True
\mathsfbf{\gamma},1D772,𝝲,,,0,True
\mathsfbf{\delta},1D773,𝝳,,,0,True
\mathsfbf{\varepsilon},1D774,𝝴,,,0,True
\mathsfbf{\zeta},1D775,𝝵,,,0,True
\mathsfbf{\eta},1D776,𝝶,,,0,True
\mathsfbf{\theta},1D777,𝝷,,,0,True
\mathsfbf{\iota},1D778,𝝸,,,0,True
\mathsfbf{\kappa},1D779,𝝹,,,0,True
\mathsfbf{\lambda},1D77A,𝝺,,,0,True
\mathsfbf{\mu},1D77B,𝝻,,,0,True
\mathsfbf{\nu},1D77C,𝝼,,,0,True
\mathsfbf{\xi},1D77D,𝝽,,,0,True
,1D77E,𝝾,,,0,True
\mathsfbf{\pi},1D77F,𝝿,,,0,True
\mathsfbf{\rho},1D780,𝞀,,,0,True
\mathsfbf{\varsigma},1D781,𝞁,,,0,True
\mathsfbf{\sigma},1D782,𝞂,,,0,True
\mathsfbf{\tau},1D783,𝞃,,,0,True
\mathsfbf{\upsilon},1D784,𝞄,,,0,True
\mathsfbf{\varphi},1D785,𝞅,,,0,True
\mathsfbf{\chi},1D786,𝞆,,,0,True
\mathsfbf{\psi},1D787,𝞇,,,0,True
\mathsfbf{\omega},1D788,𝞈,,,0,True
,1D789,𝞉,,,0,True
\mathsfbf{\epsilon},1D78A,𝞊,,,0,True
\mathsfbf{\vartheta},1D78B,𝞋,,,0,True
,1D78C,𝞌,,,0,True
\mathsfbf{\phi},1D78D,𝞍,,,0,True
\mathsfbf{\varrho},1D78E,𝞎,,,0,True
\mathsfbf{\varpi},1D78F,𝞏,,,0,True
,1D790,𝞐,,,0,True
,1D791,𝞑,,,0,True
\mathsfbfit{\Gamma},1D792,𝞒,,,0,True
\mathsfbfit{\Delta},1D793,𝞓,,,0,True
,1D794,𝞔,,,0,True
,1D795,𝞕,,,0,True
,1D796,𝞖,,,0,True
\mathsfbfit{\Theta},1D797,𝞗,,,0,True
,1D798,𝞘,,,0,True
,1D799,𝞙,,,0,True
\mathsfbfit{\Lambda},1D79A,𝞚,,,0,True
,1D79B,𝞛,,,0,True
,1D79C,𝞜,,,0,True
\mathsfbfit{\Xi},1D79D,𝞝,,,0,True
,1D79E,𝞞,,,0,True
\mathsfbfit{\Pi},1D79F,𝞟,,,0,True
,1D7A0,𝞠,,,0,True
,1D7A1,𝞡,,,0,True
\mathsfbfit{\Sigma},1D7A2,𝞢,,,0,True
,1D7A3,𝞣,,,0,True
\mathsfbfit{\Upsilon},1D7A4,𝞤,,,0,True
\mathsfbfit{\Phi},1D7A5,𝞥,,,0,True
,1D7A6,𝞦,,,0,True
\mathsfbfit{\Psi},1D7A7,𝞧,,,0,True
\mathsfbfit{\Omega},1D7A8,𝞨,,,0,True
,1D7A9,𝞩,,,0,True
\mathsfbfit{\alpha},1D7AA,𝞪,,,0,True
\mathsfbfit{\beta},1D7AB,𝞫,,,0,True
\mathsfbfit{\gamma},1D7AC,𝞬,,,0,True
\mathsfbfit{\delta},1D7AD,𝞭,,,0,True
\mathsfbfit{\varepsilon},1D7AE,𝞮,,,0,True
\mathsfbfit{\zeta},1D7AF,𝞯,,,0,True
\mathsfbfit{\eta},1D7B0,𝞰,,,0,True
\mathsfbfit{\theta},1D7B1,𝞱,,,0,True
\mathsfbfit{\iota},1D7B2,𝞲,,,0,True
\mathsfbfit{\kappa},1D7B3,𝞳,,,0,True
\mathsfbfit{\lambda},1D7B4,𝞴,,,0,True
\mathsfbfit{\mu},1D7B5,𝞵,,,0,True
\mathsfbfit{\nu},1D7B6,𝞶,,,0,True
\mathsfbfit{\xi},1D7B7,𝞷,,,0,True
,1D7B8,𝞸,,,0,True
\mathsfbfit{\pi},1D7B9,𝞹,,,0,True
\mathsfbfit{\rho},1D7BA,𝞺,,,0,True
\mathsfbfit{\varsigma},1D7BB,𝞻,,,0,True
\mathsfbfit{\sigma},1D7BC,𝞼,,,0,True
\mathsfbfit{\tau},1D7BD,𝞽,,,0,True
\mathsfbfit{\upsilon},1D7BE,𝞾,,,0,True
\mathsfbfit{\varphi},1D7BF,𝞿,,,0,True
\mathsfbfit{\chi},1D7C0,𝟀,,,0,True
\mathsfbfit{\psi},1D7C1,𝟁,,,0,True
\mathsfbfit{\omega},1D7C2,𝟂,,,0,True
,1D7C3,𝟃,,,0,True
\mathsfbfit{\epsilon},1D7C4,𝟄,,,0,True
\mathsfbfit{\vartheta},1D7C5,𝟅,,,0,True
,1D7C6,𝟆,,,0,True
\mathsfbfit{\phi},1D7C7,𝟇,,,0,True
\mathsfbfit{\varrho},1D7C8,𝟈,,,0,True
\mathsfbfit{\varpi},1D7C9,𝟉,,,0,True
,1D7CA,𝟊,,,0,True
,1D7CB,𝟋,,,0,True
\mathbf{0},1D7CE,𝟎,,,0,True
\mathbf{1},1D7CF,𝟏,,,0,True
\mathbf{2},1D7D0,𝟐,,,0,True
\mathbf{3},1D7D1,𝟑,,,0,True
\mathbf{4},1D7D2,𝟒,,,0,True
\mathbf{5},1D7D3,𝟓,,,0,True
\mathbf{6},1D7D4,𝟔,,,0,True
\mathbf{7},1D7D5,𝟕,,,0,True
\mathbf{8},1D7D6,𝟖,,,0,True
\mathbf{9},1D7D7,𝟗,,,0,True
\mathbb{0},1D7D8,𝟘,,,0,True
\mathbb{1},1D7D9,𝟙,,,0,True
\mathbb{2},1D7DA,𝟚,,,0,True
\mathbb{3},1D7DB,𝟛,,,0,True
\mathbb{4},1D7DC,𝟜,,,0,True
\mathbb{5},1D7DD,𝟝,,,0,True
\mathbb{6},1D7DE,𝟞,,,0,True
\mathbb{7},1D7DF,𝟟,,,0,True
\mathbb{8},1D7E0,𝟠,,,0,True
\mathbb{9},1D7E1,𝟡,,,0,True
\mathsf{0},1D7E2,𝟢,,,0,True
\mathsf{1},1D7E3,𝟣,,,0,True
\mathsf{2},1D7E4,𝟤,,,0,True
\mathsf{3},1D7E5,𝟥,,,0,True
\mathsf{4},1D7E6,𝟦,,,0,True
\mathsf{5},1D7E7,𝟧,,,0,True
\mathsf{6},1D7E8,𝟨,,,0,True
\mathsf{7},1D7E9,𝟩,,,0,True
\mathsf{8},1D7EA,𝟪,,,0,True
\mathsf{9},1D7EB,𝟫,,,0,True
\mathsfbf{0},1D7EC,𝟬,,,0,True
\mathsfbf{1},1D7ED,𝟭,,,0,True
\mathsfbf{2},1D7EE,𝟮,,,0,True
\mathsfbf{3},1D7EF,𝟯,,,0,True
\mathsfbf{4},1D7F0,𝟰,,,0,True
\mathsfbf{5},1D7F1,𝟱,,,0,True
\mathsfbf{6},1D7F2,𝟲,,,0,True
\mathsfbf{7},1D7F3,𝟳,,,0,True
\mathsfbf{8},1D7F4,𝟴,,,0,True
\mathsfbf{9},1D7F5,𝟵,,,0,True
\mathtt{0},1D7F6,𝟶,,,0,True
\mathtt{1},1D7F7,𝟷,,,0,True
\mathtt{2},1D7F8,𝟸,,,0,True
\mathtt{3},1D7F9,𝟹,,,0,True
\mathtt{4},1D7FA,𝟺,,,0,True
\mathtt{5},1D7FB,𝟻,,,0,True
\mathtt{6},1D7FC,𝟼,,,0,True
\mathtt{7},1D7FD,𝟽,,,0,True
\mathtt{8},1D7FE,𝟾,,,0,True
\mathtt{9},1D7FF,𝟿,,,0,True
